nom,module,categorie,defaut,source,juin,doute,min,max,pas,unite,surface,regle-proposee,note-agent,verdict,commentaire
SentenceProposalGate.RelativeEditCap,Deckle.Autocorrect,tuning-constant,`0.15`,src/Deckle.Autocorrect/Engine/SentenceProposalGate.cs:14,non,Safety budget.,,,,ratio,aucune,1-robustesse,Safety budget ratio bounding rewrite extent.,,
SentenceRerankCoordinator.BufferCap,Deckle.Autocorrect,tuning-constant,`40`,src/Deckle.Autocorrect/Engine/SentenceRerankCoordinator.cs:65,non,,,,,count,aucune,1-robustesse,Internal buffer size on the rerank pipeline.,,
SentenceRerankCoordinator.ContextWindow,Deckle.Autocorrect,tuning-constant,`12`,src/Deckle.Autocorrect/Engine/SentenceRerankCoordinator.cs:69,non,Words each side handed to the masked-LM; latency/quality trade.,,,,words,aucune,2-qualite,"Latency/quality trade handed to the masked-LM, inference tuning.",,
SentenceRerankCoordinator.MaxRewriteTailChars,Deckle.Autocorrect,tuning-constant,`256`,src/Deckle.Autocorrect/Engine/SentenceRerankCoordinator.cs:78,non,Intrusiveness bound; user-perceivable.,,,,chars,aucune,1-robustesse,"Intrusiveness safety bound on how far a rewrite reaches back, kin to the proposal-gate budgets.",,
SentenceRerankCoordinator.MaxSentenceEditCandidates,Deckle.Autocorrect,tuning-constant,`12`,src/Deckle.Autocorrect/Engine/SentenceRerankCoordinator.cs:83,non,,,,,count,aucune,2-qualite,Candidate-count cap shaping rerank quality vs cost.,,
SentenceRerankCoordinator.SentenceEnders,Deckle.Autocorrect,tuning-constant,"`{ '.', '!', '?', '…' }`",src/Deckle.Autocorrect/Engine/SentenceRerankCoordinator.cs:87,non,"Linguistic table; kept in doubt, arguably frozen.",,,,,aucune,2-qualite,"Linguistic table, frozen calibration of sentence segmentation.",,
SentenceRerankCoordinator.SeparatorRunCap,Deckle.Autocorrect,tuning-constant,`8`,src/Deckle.Autocorrect/Engine/SentenceRerankCoordinator.cs:73,non,"Deliberate duplicate of TypedWordTracker.SeparatorRunCap (comment says 'mirrors'). Two declaration sites, one knob.",,,,count,aucune,1-robustesse,"Mirror of the tracker's internal run cap; one internal bound, two sites.",,
TypedWordTracker.BufferCap,Deckle.Autocorrect,tuning-constant,`64`,src/Deckle.Autocorrect/Tracking/TypedWordTracker.cs:25,non,,,,,count,aucune,1-robustesse,Internal tracking buffer size.,,
TypedWordTracker.SeparatorRunCap,Deckle.Autocorrect,tuning-constant,`8`,src/Deckle.Autocorrect/Tracking/TypedWordTracker.cs:55,non,Canonical site; SentenceRerankCoordinator.SeparatorRunCap duplicates it.,,,,count,aucune,1-robustesse,Canonical internal run cap; robustness bound on tracking.,,
TypingStream.RunCap,Deckle.Autocorrect,tuning-constant,`512`,src/Deckle.Autocorrect/Tracking/TypingStream.cs:47,non,,,,,count,aucune,1-robustesse,Internal stream buffer bound.,,
TypoOptions.DominanceRatio,Deckle.Autocorrect,tuning-constant,`5.0`,src/Deckle.Autocorrect/Engine/TypoOptions.cs:27,non,Not persisted.,,,,ratio,aucune,2-qualite,Frequency-dominance calibration of the typo tier.,,
TypoOptions.Edits2DominanceRatio,Deckle.Autocorrect,tuning-constant,`12.0`,src/Deckle.Autocorrect/Engine/TypoOptions.cs:43,non,Not persisted.,,,,ratio,aucune,2-qualite,Stricter dominance calibration for distance-2 corrections.,,
TypoOptions.Edits2MinFrequencyPerMillion,Deckle.Autocorrect,tuning-constant,`30.0`,src/Deckle.Autocorrect/Engine/TypoOptions.cs:39,non,Not persisted.,,,,per-million,aucune,2-qualite,"Frequency floor for distance-2 candidates, calibration.",,
TypoOptions.Edits2MinWordLength,Deckle.Autocorrect,tuning-constant,`6`,src/Deckle.Autocorrect/Engine/TypoOptions.cs:35,non,Not persisted.,,,,chars,aucune,2-qualite,Eligibility calibration for distance-2 corrections.,,
TypoOptions.MaxEditDistance,Deckle.Autocorrect,tuning-constant,`2`,src/Deckle.Autocorrect/Engine/TypoOptions.cs:31,non,Not persisted. Closest thing to a user-facing correction-aggressiveness dial.,,,,edits,aucune,frontiere,"Reads as a correction-aggressiveness dial explainable in one sentence (deeper search = more catches, more risk), yet the parameter itself is an edit-distance calibration entangled with all the frequency gates; the tie-break does not clearly resolve which reading governs.",,
TypoOptions.MinFrequencyPerMillion,Deckle.Autocorrect,tuning-constant,`2.0`,src/Deckle.Autocorrect/Engine/TypoOptions.cs:23,non,Not persisted.,,,,per-million,aucune,2-qualite,"Candidate frequency floor, quality calibration.",,
TypoOptions.MinWordLength,Deckle.Autocorrect,tuning-constant,`3`,src/Deckle.Autocorrect/Engine/TypoOptions.cs:19,non,Kind corrected: NOT persisted. Defaults-only in ConservativeTypoCorrector.cs:62.,,,,chars,aucune,2-qualite,"Eligibility calibration, defaults-only in the live corrector.",,
UIAutomationCaretTextReader.InitialSettle,Deckle.Autocorrect,tuning-constant,`TimeSpan.FromMilliseconds(35)`,src/Deckle.Autocorrect/Recovery/CaretTextReader.cs:16,non,Latency knob for UIA sampling; perceivable as responsiveness.,,,,ms,aucune,1-robustesse,"Internal settle wait before UIA sampling, a timing robustness bound.",,
UIAutomationCaretTextReader.MaxCharacters,Deckle.Autocorrect,tuning-constant,`1024`,src/Deckle.Autocorrect/Recovery/CaretTextReader.cs:15,non,,,,,chars,aucune,1-robustesse,Internal read buffer bound for UIA text.,,
UIAutomationCaretTextReader.VerificationGap,Deckle.Autocorrect,tuning-constant,`TimeSpan.FromMilliseconds(75)`,src/Deckle.Autocorrect/Recovery/CaretTextReader.cs:17,non,Latency knob.,,,,ms,aucune,1-robustesse,"Internal verification delay, timing robustness.",,
WordBoundaries.RightSingleQuote,Deckle.Autocorrect,tuning-constant,`'’'`,src/Deckle.Autocorrect/Tracking/WordBoundaries.cs:19,non,"Typographic apostrophe; frozen linguistic fact, kept only for doubt.",,,,,aucune,2-qualite,Frozen linguistic fact folded into segmentation quality; no other rule fits a linguistic constant.,,
DataSet.EnglishFile,Deckle.Autocorrect.Lab,tuning-constant,"`""lexicon-en.tsv.gz""`",src/Deckle.Autocorrect.Lab/DataSet.cs:14,non,"Dataset artifact filename, not a tuning knob; kept because it names which lexicon the Lab reads.",,,,,aucune,5-playground,Lab dataset artifact name; exists only for the offline Lab pipeline.,,
DataSet.FrenchFile,Deckle.Autocorrect.Lab,tuning-constant,"`""lexicon-fr.tsv.gz""`",src/Deckle.Autocorrect.Lab/DataSet.cs:13,non,"Dataset artifact filename, not a tuning knob; kept because it names which lexicon the Lab reads.",,,,,aucune,5-playground,"Lab dataset artifact name, no life outside the Lab.",,
DataSet.PairFile,Deckle.Autocorrect.Lab,tuning-constant,"`""pair-bigrams-fr.tsv.gz""`",src/Deckle.Autocorrect.Lab/DataSet.cs:15,non,"Dataset artifact filename, not a tuning knob; kept because it names which pair model the Lab reads.",,,,,aucune,5-playground,"Lab dataset artifact name, no life outside the Lab.",,
DataSet.VerbsFile,Deckle.Autocorrect.Lab,tuning-constant,"`""verbs-fr.tsv.gz""`",src/Deckle.Autocorrect.Lab/DataSet.cs:16,non,"Dataset artifact filename, not a tuning knob; kept because it names which verb table the Lab reads.",,,,,aucune,5-playground,"Lab dataset artifact name, no life outside the Lab.",,
DomainPackBuilder.FloorFrequencyPerMillion,Deckle.Autocorrect.Lab,tuning-constant,`0.2`,src/Deckle.Autocorrect.Lab/DomainPackBuilder.cs:32,non,,,,,per-million,aucune,5-playground,"Offline pack-build threshold, Lab-only staging.",,
DomainPackBuilder.MaskingExclusionPerMillion,Deckle.Autocorrect.Lab,tuning-constant,`20.0`,src/Deckle.Autocorrect.Lab/DomainPackBuilder.cs:38,non,,,,,per-million,aucune,5-playground,"Offline pack-build threshold, Lab-only staging.",,
DomainPackBuilder.MaskingGrayZonePerMillion,Deckle.Autocorrect.Lab,tuning-constant,`1.0`,src/Deckle.Autocorrect.Lab/DomainPackBuilder.cs:39,non,,,,,per-million,aucune,5-playground,"Offline pack-build threshold, Lab-only staging.",,
EvaluatorOptions.MaxTokens,Deckle.Autocorrect.Lab,default-value,`0`,src/Deckle.Autocorrect.Lab/RestorationEvaluator.cs:414,non,,,,,tokens,aucune,5-playground,"Offline evaluator option, Lab-only.",,
HarvestFilter.MaxTokenLength,Deckle.Autocorrect.Lab,tuning-constant,`24`,src/Deckle.Autocorrect.Lab/HarvestFilter.cs:20,non,,,,,chars,aucune,5-playground,"Harvest filtering bound, Lab-only instrumentation.",,
HarvestStore.DebounceMs,Deckle.Autocorrect.Lab,tuning-constant,`1000`,src/Deckle.Autocorrect.Lab/HarvestStore.cs:21,non,,,,,ms,aucune,5-playground,Debounce inside the Lab harvest store; a robustness shape but with no life outside the Lab.,,
LexiconBuilder.MorphalouEpsilonPerMillion,Deckle.Autocorrect.Lab,tuning-constant,`0.001`,src/Deckle.Autocorrect.Lab/LexiconBuilder.cs:25,non,,,,,per-million,aucune,5-playground,"Offline lexicon-build epsilon, Lab-only staging.",,
MiningResult.ExamplesPerFamily,Deckle.Autocorrect.Lab,tuning-constant,`8`,src/Deckle.Autocorrect.Lab/Mining/MistouchMiner.cs:71,non,,,,,count,aucune,5-playground,"Mining report sizing, Lab-only instrumentation.",,
PairModelTrainer.SentenceBreaks,Deckle.Autocorrect.Lab,tuning-constant,"`{ '.', '!', '?', ';', ':', '…' }`",src/Deckle.Autocorrect.Lab/PairModelTrainer.cs:29,non,,,,,,aucune,5-playground,"Trainer segmentation table, Lab-only.",,
ReplayRunner.DefaultThresholds,Deckle.Autocorrect.Lab,tuning-constant,"`{ 0.0, 0.25, 0.5, 1.0, 1.5, 2.0, 3.0, 5.0 }`",src/Deckle.Autocorrect.Lab/Replay/ReplayRunner.cs:27,non,,,,,,aucune,5-playground,"Replay sweep grid, pure Lab instrumentation.",,
RestorationEvaluator.SentenceBreaks,Deckle.Autocorrect.Lab,tuning-constant,"`{ '.', '!', '?', ';', ':', '…' }`",src/Deckle.Autocorrect.Lab/RestorationEvaluator.cs:24,non,,,,,,aucune,5-playground,"Evaluator segmentation table, Lab-only.",,
SurfaceProfiler.minTimedSentences,Deckle.Autocorrect.Lab,tuning-constant,`30`,src/Deckle.Autocorrect.Lab/Profiling/SurfaceProfiler.cs:45,non,"Method-local const, not a field as the sweep claimed; declaration corrected to local.",,,,count,aucune,5-playground,"Profiler sample floor, Lab-only instrumentation.",,
TrainerOptions.MaxOrder,Deckle.Autocorrect.Lab,default-value,`3`,src/Deckle.Autocorrect.Lab/PairModelTrainer.cs:243,non,,,,,count,aucune,5-playground,"Offline trainer option, Lab-only.",,
TrainerOptions.MaxPrevPerSlot,Deckle.Autocorrect.Lab,default-value,`64`,src/Deckle.Autocorrect.Lab/PairModelTrainer.cs:239,non,,,,,count,aucune,5-playground,"Offline trainer option, Lab-only.",,
TrainerOptions.MinPairCount,Deckle.Autocorrect.Lab,default-value,`3`,src/Deckle.Autocorrect.Lab/PairModelTrainer.cs:234,non,,,,,count,aucune,5-playground,"Offline trainer option, Lab-only.",,
TruthOverlay.FileName,Deckle.Autocorrect.Lab,tuning-constant,"`""autocorrect.truth-review.md""`",src/Deckle.Autocorrect.Lab/Replay/TruthOverlay.cs:33,non,"Output artifact filename of the truth-review overlay; borderline, no tuning effect.",,,,,aucune,5-playground,"Truth-review output filename, Lab-only artifact naming.",,
AssetFile.BaseUrl,Deckle.Autocorrect.Mlm,tuning-constant,"`""https://huggingface.co/Xenova/camembert-base/resolve/main""`",src/Deckle.Autocorrect.Mlm/CamembertAssets.cs:30,non,"Remote asset origin (HuggingFace). Network-facing default, relevant to the local-compute doctrine.",,,,,aucune,3-personnalisation,"Model-asset origin is an endpoint/model-source choice (local mirror vs HuggingFace), the personalization category for endpoints; also touches the local-compute doctrine.",,
CamembertAssets.DirectoryName,Deckle.Autocorrect.Mlm,tuning-constant,"`""camembert-base""`",src/Deckle.Autocorrect.Mlm/CamembertAssets.cs:22,non,,,,,,aucune,1-robustesse,"Internal on-disk path constant, plumbing not a knob.",,
CamembertSentenceReranker.FreqFloor,Deckle.Autocorrect.Mlm,tuning-constant,`0.01`,src/Deckle.Autocorrect.Mlm/CamembertSentenceReranker.cs:28,non,,,,,,aucune,2-qualite,"Inference frequency floor, model-quality calibration.",,
MlmProbe.SentenceBreaks,Deckle.Autocorrect.Mlm,tuning-constant,"`{ '.', '!', '?', ';', ':', '…', '\n' }`",src/Deckle.Autocorrect.Mlm/MlmProbe.cs:38,non,,,,,,aucune,4-diagnostics,"Lives in the MlmProbe test tool, an observability/probe instrument rather than the live engine.",,
OnnxSlotReranker.MinSentenceWordTokens,Deckle.Autocorrect.Onnx,tuning-constant,`4`,src/Deckle.Autocorrect.Onnx/OnnxSlotReranker.cs:26,non,,,,,tokens,aucune,2-qualite,"Minimum-token gate on ONNX reranking, inference quality calibration.",,
AnticipationLeadOracle.DecisionBudgetsMilliseconds,Deckle.Autocorrect.Probe,tuning-constant,"[50, 100, 150, 250, 500, 945]",src/Deckle.Autocorrect.Probe/AnticipationLeadOracleCommand.cs:79,non,,,,,ms,aucune,5-playground,Experiment budget matrix for an offline probe run; no life outside the probe harness.,,
AnticipationLeadOracle.TriggerDelaysMilliseconds,Deckle.Autocorrect.Probe,tuning-constant,"[0, 50, 100, 150, 250]",src/Deckle.Autocorrect.Probe/AnticipationLeadOracleCommand.cs:80,non,,,,,ms,aucune,5-playground,"Probe experiment delay grid, pure staging input for the oracle run.",,
AnticipationTransactionJoinCommand.TerminalBranches,Deckle.Autocorrect.Probe,tuning-constant,"['.', '?', '!', '…']",src/Deckle.Autocorrect.Probe/AnticipationTransactionJoinCommand.cs:18,non,"Terminal punctuation set driving branch policy; linguistic, shared with the Mlm/Lab sentence-break sets.",,,,,aucune,5-playground,Linguistic branch set feeding one probe command only.,,
AnticipationTransactionJoinCommand.TriggerDelaysMilliseconds,Deckle.Autocorrect.Probe,tuning-constant,"[0, 50, 100]",src/Deckle.Autocorrect.Probe/AnticipationTransactionJoinCommand.cs:17,non,,,,,ms,aucune,5-playground,Probe-only trigger delay grid for the join experiment.,,
CorrectionBenchmarkCommand.PrimaryThreshold,Deckle.Autocorrect.Probe,tuning-constant,0.25,src/Deckle.Autocorrect.Probe/CorrectionBenchmarkCommand.cs:9,non,,,,,ratio,aucune,5-playground,Benchmark protocol threshold used only by the probe command.,,
ProbeArguments.Provider,Deckle.Autocorrect.Probe,default-value,"""dml""",src/Deckle.Autocorrect.Probe/ProbeArguments.cs:46,non,,,,,,aucune,5-playground,CLI default for the probe's execution provider; instrumentation-only surface.,,
QwenAdapterCompatibilityPlanReader.FrozenExperimentId,Deckle.Autocorrect.Probe,tuning-constant,"""ACX-0023""",src/Deckle.Autocorrect.Probe/QwenAdapterCompatibilityPlan.cs:91,non,"Frozen experiment identity pin (ACX-0023), not a knob; kept because it pins what the probe runs.",,,,,aucune,5-playground,Experiment identity pin (ACX-0023) with meaning only inside the probe protocol.,,
QwenAdapterCompatibilityPlanReader.FrozenPhase,Deckle.Autocorrect.Probe,tuning-constant,"""A""",src/Deckle.Autocorrect.Probe/QwenAdapterCompatibilityPlan.cs:92,non,"Frozen experiment identity pin, not a knob.",,,,,aucune,5-playground,"Frozen experiment phase pin, probe protocol only.",,
QwenAdapterCompatibilityPlanReader.FrozenProvider,Deckle.Autocorrect.Probe,tuning-constant,"""cpu""",src/Deckle.Autocorrect.Probe/QwenAdapterCompatibilityPlan.cs:93,non,"Frozen execution provider (cpu) for the compatibility plan; a real choice, frozen by protocol.",,,,,aucune,5-playground,"Provider frozen by the experiment protocol; a probe pin, not a user choice.",,
QwenAdapterCompatibilityPlanReader.FrozenRepository,Deckle.Autocorrect.Probe,tuning-constant,"""Qwen/Qwen3-0.6B""",src/Deckle.Autocorrect.Probe/QwenAdapterCompatibilityPlan.cs:94,non,"Frozen base model repository; a real choice, frozen by protocol.",,,,,aucune,5-playground,Base model repo frozen by protocol for reproducibility of the probe.,,
QwenAdapterCompatibilityPlanReader.FrozenRevision,Deckle.Autocorrect.Probe,tuning-constant,"""c1899de289a04d12100db370d81485cdf75e47ca""",src/Deckle.Autocorrect.Probe/QwenAdapterCompatibilityPlan.cs:95,non,"Frozen base model revision hash; a real choice, frozen by protocol.",,,,,aucune,5-playground,Revision hash pin ensuring probe reproducibility; no life outside it.,,
QwenAdapterResourceSampler.QuiescenceMilliseconds,Deckle.Autocorrect.Probe,tuning-constant,250,src/Deckle.Autocorrect.Probe/QwenAdapterResourceSampler.cs:32,non,,,,,ms,aucune,5-playground,Sampler settle time inside the probe's resource measurement only.,,
QwenAdapterResourceSampler.SamplePeriodMilliseconds,Deckle.Autocorrect.Probe,tuning-constant,50,src/Deckle.Autocorrect.Probe/QwenAdapterResourceSampler.cs:31,non,,,,,ms,aucune,5-playground,Probe-internal sampling cadence for resource measurement.,,
SentenceBatchExperimentCommand.StabilityThresholds,Deckle.Autocorrect.Probe,tuning-constant,"[0.0, 0.5, 1.0]",src/Deckle.Autocorrect.Probe/SentenceBatchExperimentCommand.cs:9,non,,,,,ratio,aucune,5-playground,Threshold sweep grid for a probe experiment.,,
SentenceBatchExperimentFixture.LatencyBlocks,Deckle.Autocorrect.Probe,tuning-constant,5,src/Deckle.Autocorrect.Probe/SentenceBatchExperimentFixture.cs:6,non,,,,,count,aucune,5-playground,Fixture block count of the batch experiment protocol.,,
SentenceBatchExperimentFixture.MaximumMedianBlockRatio,Deckle.Autocorrect.Probe,tuning-constant,0.75,src/Deckle.Autocorrect.Probe/SentenceBatchExperimentFixture.cs:7,non,,,,,ratio,aucune,5-playground,"Pass/fail criterion of the experiment fixture, probe-only.",,
